ConditionTypeText	BodyColorText	ID	MakeText	ModelText	ModelTypeText	TypeName	TypeNameFull	BodyTypeText	Ccm	City	Co2EmissionText	ConsumptionRatingText	ConsumptionTotalText	Doors	DriveTypeText	FirstRegMonth	FirstRegYear	FuelTypeText	Hp	InteriorColorText	Km	Properties	Seats	TransmissionTypeText	BodyColorTextShort	BodyColorTextEng	ConditionTypeTextEng	MakeTextNorm	extracted-value-ConsumptionTotalText	extracted-unit-ConsumptionTotalText
Occasion	rot	462.0	MERCEDES-BENZ	E 63 AMG	E 63 AMG CGI	E 63 AMG CGI	MERCEDES-BENZ E 63 AMG CGI	Limousine	5461	Zuzwil	230 g/km	G	9.8 l/100km	4	Hinterradantrieb	1	2012	Benzin	557	anthrazit	20100	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	rot	Red	Occasion	Mercedes-benz	9.8	l/100km
Occasion	rot	463.0	BMW	740	740i	740i	BMW 740i	Limousine	4398	Zuzwil	317 g/km	null	13.3 l/100km	4	Hinterradantrieb	2	1998	Benzin	286	beige	63000	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Bmw	13.3	l/100km
Occasion	rot	464.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	3	2003	Benzin	450	grau	79000	"\"Ab MFK\""	5	Automat sequentiell	rot	Red	Occasion	Porsche	15.7	l/100km
Occasion	rot	465.0	FERRARI	F430	F430	F430	FERRARI F430	Coupé	4308	Zuzwil	420 g/km	G	18.3 l/100km	2	Hinterradantrieb	3	2007	Benzin	486	beige	45000	"\"Ab MFK\""	2	Automatik-Getriebe	rot	Red	Occasion	Ferrari	18.3	l/100km
Occasion	rot	466.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4966	Zuzwil	304 g/km	G	12.7 l/100km	2	Hinterradantrieb	6	2002	Benzin	306	anthrazit	36800	null	2	Automat	rot	Red	Occasion	Mercedes-benz	12.7	l/100km
Occasion	rot	467.0	PORSCHE	911	911 Carrera 4 Ruf Turbo BTR 2 420 PS	911 Carrera 4 Ruf Turbo BTR 2 420 PS	PORSCHE 911 Carrera 4 Ruf Turbo BTR 2 420 PS	Coupé	3598	Zuzwil	null	null	null	2	Allrad	4	1995	Benzin	272	grün	96000	"\"Ab MFK\""	4	Schaltgetriebe manuell	rot	Red	Occasion	Porsche	null	""
Occasion	rot	468.0	MITSUBISHI	STARION	Starion 2000 Turbo	Starion 2000 Turbo	MITSUBISHI Starion 2000 Turbo	Coupé	1997	Zuzwil	null	null	null	2	Hinterradantrieb	4	1983	Benzin	170	grau	114800	"\"Ab MFK\""	4	Schaltgetriebe manuell	rot	Red	Occasion	Mitsubishi	null	""
Occasion	rot	469.0	PORSCHE	911	911 Turbo Cabrio	911 Turbo Cabrio	PORSCHE 911 Turbo Cabrio	Cabriolet	3600	Zuzwil	309 g/km	G	12.9 l/100km	2	Allrad	1	2004	Benzin	420	schwarz	14400	"\"Ab MFK\", \"Tuning\""	2	Schaltgetriebe manuell	rot	Red	Occasion	Porsche	12.9	l/100km
Occasion	blau	47.0	BMW	330	330Ci	330Ci	BMW 330Ci	Coupé	2979	Zuzwil	218 g/km	null	9.1 l/100km	2	Hinterradantrieb	3	2002	Benzin	231	anthrazit	81900	"\"Ab MFK\""	5	Automatik-Getriebe	blau	Blue	Occasion	Bmw	9.1	l/100km
Occasion	rot	470.0	BENTLEY	Mulsanne	Mulsanne Turbo	Turbo	BENTLEY Mulsanne Turbo	Limousine	6750	Zuzwil	null	null	null	4	Hinterradantrieb	9	1986	Benzin	300	grün	101500	"\"Ab MFK\""	5	Automatik-Getriebe	rot	Red	Occasion	Bentley	null	""
Occasion	rot	471.0	CHRYSLER	300C	300C T 5.7 HEMI V8	300C T 5.7 HEMI V8	CHRYSLER 300C T 5.7 HEMI V8	Kombi	5654	Zuzwil	296 g/km	G	12.5 l/100km	5	Hinterradantrieb	1	2007	Benzin	340	grau	47100	"\"Ab MFK\""	5	Automat sequentiell	rot	Red	Occasion	Chrysler	12.5	l/100km
Occasion	rot	472.0	SAAB	9-3	9-3 2.0T Performance	9-3 2.0T Performance	SAAB 9-3 2.0T Performance	Limousine	1998	Zuzwil	239 g/km	null	10.2 l/100km	4	Vorderradantrieb	4	2005	Benzin	252	grau	104400	"\"Ab MFK\""	5	Automatik-Getriebe	rot	Red	Occasion	Saab	10.2	l/100km
Occasion	rot	473.0	VOLVO	V70	V70 2.4T	V70 2.4T	VOLVO V70 2.4T	Kombi	2435	Zuzwil	222 g/km	null	9.3 l/100km	5	Vorderradantrieb	4	2002	Benzin	200	anthrazit	83000	"\"Ab MFK\""	5	Automatik-Getriebe	rot	Red	Occasion	Volvo	9.3	l/100km
Occasion	rot	474.0	VW	PHAETON	Phaeton 3.0 TDi V6 4M	Phaeton 3.0 TDi V6 4M	VW Phaeton 3.0 TDi V6 4M	Limousine	2967	Zuzwil	240 g/km	G	9.1 l/100km	4	Allrad	7	2008	Diesel	240	schwarz	84600	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Vw	9.1	l/100km
Occasion	rot	475.0	MERCEDES-BENZ	C 350	C 350 Elégance 4Matic	C 350 Elégance 4Matic	MERCEDES-BENZ C 350 Elégance 4Matic	Limousine	3498	Zuzwil	253 g/km	G	10.6 l/100km	4	Allrad	11	2006	Benzin	272	schwarz	43700	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Mercedes-benz	10.6	l/100km
Occasion	rot	476.0	BMW	M5	M5	M5	BMW M5	Limousine	4941	Zuzwil	336 g/km	G	13.9 l/100km	4	Hinterradantrieb	4	1999	Benzin	400	braun	29800	"\"Ab MFK\""	5	Schaltgetriebe manuell	rot	Red	Occasion	Bmw	13.9	l/100km
Occasion	rot	477.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5984	Zuzwil	null	null	null	2	Hinterradantrieb	5	1993	Benzin	394	schwarz	68900	"\"Ab MFK\""	2	Automat	rot	Red	Occasion	Mercedes-benz	null	""
Occasion	rot	478.0	PORSCHE	BOXSTER	Boxster 2.5	Boxster 2.5	PORSCHE Boxster 2.5	Cabriolet	2480	Zuzwil	null	null	9.7 l/100km	2	Hinterradantrieb	3	1998	Benzin	204	grau	73200	"\"Ab MFK\""	2	Automatik-Getriebe	rot	Red	Occasion	Porsche	9.7	l/100km
Occasion	rot	479.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5987	Zuzwil	400 g/km	null	16.9 l/100km	2	Hinterradantrieb	1	1996	Benzin	394	null	36600	"\"Ab MFK\""	4	Automat	rot	Red	Occasion	Mercedes-benz	16.9	l/100km
Occasion	blau	48.0	TRIUMPH	Spitfire	Spitfire MK IV	MK IV	TRIUMPH Spitfire MK IV	Cabriolet	1295	Zuzwil	null	null	null	2	Hinterradantrieb	3	1974	Benzin	60	schwarz	38000	"\"Ab MFK\""	2	Schaltgetriebe	blau	Blue	Occasion	Triumph	null	""
Occasion	rot	480.0	ROLLS-ROYCE	Silver Shadow	Silver Shadow II	II	ROLLS-ROYCE Silver Shadow II	Limousine	3744	Zuzwil	null	null	null	4	Hinterradantrieb	6	1978	Benzin	196	mehrfarbig	30900	"\"Ab MFK\""	5	Automatik-Getriebe	rot	Red	Occasion	Rolls-royce	null	""
Occasion	rot	481.0	JAGUAR	XJ	XJR 4.0 V8 S/C	XJR 4.0 V8 S/C	JAGUAR XJR 4.0 V8 S/C	Limousine	3996	Zuzwil	305 g/km	G	12.6 l/100km	4	Hinterradantrieb	1	2001	Benzin	363	schwarz	95100	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Jaguar	12.6	l/100km
Occasion	rot	482.0	BENTLEY	ARNAGE	Arnage T	Arnage T	BENTLEY Arnage T	Limousine	6761	Zuzwil	495 g/km	G	20.6 l/100km	4	Hinterradantrieb	5	2002	Benzin	457	braun	62000	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Bentley	20.6	l/100km
Occasion	rot	483.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5514	Zuzwil	340 g/km	G	14.3 l/100km	2	Hinterradantrieb	4	2007	Benzin	517	braun	99999	"\"Ab MFK\""	4	Automat sequentiell	rot	Red	Occasion	Mercedes-benz	14.3	l/100km
Occasion	rot	484.0	MERCEDES-BENZ	E 63 AMG	E 63 AMG	E 63 AMG	MERCEDES-BENZ E 63 AMG	Limousine	6209	Zuzwil	295 g/km	G	12.6 l/100km	4	Hinterradantrieb	1	2010	Benzin	525	schwarz	29000	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	rot	Red	Occasion	Mercedes-benz	12.6	l/100km
Oldtimer	rot	485.0	MARCOS	""	1600 GT	1600 GT	MARCOS 1600 GT	Coupé	1598	Zuzwil	null	null	null	2	Hinterradantrieb	4	1968	Benzin	110	schwarz	85000	"\"Ab MFK\""	2	Schaltgetriebe manuell	rot	Red	Antique Car	Marcos	null	""
Occasion	rot	486.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4971	Zuzwil	null	null	null	2	Hinterradantrieb	4	1993	Benzin	320	grau	117900	"\"Ab MFK\""	2	Automat	rot	Red	Occasion	Mercedes-benz	null	""
Occasion	rot	487.0	RENAULT	CLIO	CLIO Rennwagen	Rennwagen	RENAULT CLIO Rennwagen	Limousine	0	Zuzwil	null	null	null	0	Vorderradantrieb	2	2000	null	0	null	99	null	0	Schaltgetriebe	rot	Red	Occasion	Renault	null	""
Occasion	rot	488.0	RENAULT	ALPINE	ALPINE V6	V6	RENAULT ALPINE V6	Coupé	2663	Zuzwil	null	null	null	2	Hinterradantrieb	11	1982	Benzin	150	grau	82400	"\"Ab MFK\""	4	Schaltgetriebe	rot	Red	Occasion	Renault	null	""
Occasion	rot	489.0	PORSCHE	911	911 GT3 CS	GT3 CS	PORSCHE 911 GT3 CS	Coupé	3600	Zuzwil	null	null	null	2	null	1	2001	Benzin	370	schwarz	21100	"\"Ab MFK\""	2	null	rot	Red	Occasion	Porsche	null	""
Occasion	blau	49.0	LINCOLN	Navigator	Navigator 32 V	32 V	LINCOLN Navigator 32 V	SUV / Geländewagen	5403	Zuzwil	null	null	null	5	null	3	2003	Benzin	300	schwarz	130000	"\"Ab MFK\""	7	Automatik-Getriebe	blau	Blue	Occasion	Lincoln	null	""
Occasion	rot	490.0	FERRARI	575M	575M	575M	FERRARI 575M	Coupé	5748	Zuzwil	499 g/km	G	21.8 l/100km	2	Hinterradantrieb	1	2004	Benzin	517	beige	28000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	rot	Red	Occasion	Ferrari	21.8	l/100km
Occasion	rot	491.0	MERCEDES-BENZ	SL 65 AMG	SL 65 AMG BLACK SERIES	BLACK SERIES	MERCEDES-BENZ SL 65 AMG BLACK SERIES	Coupé	5980	Zuzwil	null	null	null	2	Hinterradantrieb	4	2012	Benzin	730	schwarz	43000	"\"Ab MFK\""	2	Automatik-Getriebe	rot	Red	Occasion	Mercedes-benz	null	""
Occasion	rot	492.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	null	12.9 l/100km	2	Allrad	1	2002	Benzin	420	beige	29000	"\"Ab MFK\""	4	Automatik-Getriebe	rot	Red	Occasion	Porsche	12.9	l/100km
Occasion	rot	493.0	MERCEDES-BENZ	E 420	E 420 Avantgarde	E 420 Avantgarde	MERCEDES-BENZ E 420 Avantgarde	Limousine	4196	Zuzwil	326 g/km	null	14.3 l/100km	4	Hinterradantrieb	5	1996	Benzin	279	grau	132600	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Mercedes-benz	14.3	l/100km
Occasion	rot	494.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4172	Zuzwil	322 g/km	null	13.5 l/100km	4	Allrad	1	1999	Benzin	300	schwarz	69900	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Audi	13.5	l/100km
Occasion	rot	495.0	FERRARI	F430	F430	F430	FERRARI F430	Coupé	4308	Zuzwil	420 g/km	G	18.3 l/100km	2	Hinterradantrieb	3	2006	Benzin	486	rot	4400	"\"Ab MFK\""	2	Automatik-Getriebe	rot	Red	Occasion	Ferrari	18.3	l/100km
Occasion	rot	496.0	DODGE	""	B 200	B 200	DODGE B 200	Kompaktvan / Minivan	5893	Zuzwil	null	null	null	0	Hinterradantrieb	7	1979	Benzin	0	mehrfarbig	13800	"\"Ab MFK\""	7	Automat	rot	Red	Occasion	Dodge	null	""
Occasion	rot	497.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	9	2010	Benzin	580	null	38000	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Audi	14.0	l/100km
Occasion	rot	498.0	BMW	M3	M3	M3	BMW M3	Coupé	3246	Zuzwil	323 g/km	G	13.4 l/100km	2	Hinterradantrieb	9	2001	Benzin	343	schwarz	127800	"\"Ab MFK\""	5	Schaltgetriebe manuell	rot	Red	Occasion	Bmw	13.4	l/100km
Occasion	rot	499.0	AUDI	A6	A6 Avant 2.7 T Ambition	A6 Avant 2.7 T Ambition	AUDI A6 Avant 2.7 T Ambition	Kombi	2671	Zuzwil	254 g/km	null	10.6 l/100km	5	Vorderradantrieb	9	2000	Benzin	230	schwarz	45000	"\"Ab MFK\", \"Tuning\""	5	Schaltgetriebe manuell	rot	Red	Occasion	Audi	10.6	l/100km
Occasion	anthrazit	5.0	PORSCHE	CAYENNE	Cayenne Turbo Techart Magnum Kit	Cayenne Turbo Techart Magnum Kit	PORSCHE Cayenne Turbo Techart Magnum Kit	SUV / Geländewagen	4806	Zuzwil	270 g/km	G	11.5 l/100km	5	Allrad	1	2010	Benzin	500	schwarz	2900	"\"Ab MFK\""	5	Automat sequentiell	anthrazit	Anthracite	Occasion	Porsche	11.5	l/100km
Occasion	blau	50.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	5	2003	Benzin	450	schwarz	43400	"\"Ab MFK\""	5	Automat sequentiell	blau	Blue	Occasion	Audi	14.6	l/100km
Occasion	rot	500.0	JAGUAR	S-TYPE	S-Type 4.0 V8	S-Type 4.0 V8	JAGUAR S-Type 4.0 V8	Limousine	3996	Zuzwil	299 g/km	G	12.5 l/100km	4	Hinterradantrieb	1	2000	Benzin	276	beige	44200	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Jaguar	12.5	l/100km
Neu	rot mét.	501.0	PORSCHE	911	911 Turbo S	911 Turbo S	PORSCHE 911 Turbo S	Coupé	3800	Zuzwil	227 g/km	G	9.7 l/100km	2	Allrad	1	2015	Benzin	560	schwarz	100	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	rot	Red	New	Porsche	9.7	l/100km
Occasion	rot mét.	502.0	TOYOTA	""	1000 / Publica	1000 / Publica	TOYOTA 1000 / Publica	Limousine	993	Zuzwil	null	null	null	2	Hinterradantrieb	5	1977	Benzin	47	mehrfarbig	78000	"\"Ab MFK\""	5	Schaltgetriebe manuell	rot	Red	Occasion	Toyota	null	""
Occasion	rot mét.	503.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4172	Zuzwil	null	null	13.2 l/100km	4	Allrad	9	1997	Benzin	300	null	33800	"\"Ab MFK\""	5	Automat sequentiell	rot	Red	Occasion	Audi	13.2	l/100km
Occasion	rot mét.	504.0	JAGUAR	XK	XKR S/C Convertible	XKR S/C Convertible	JAGUAR XKR S/C Convertible	Cabriolet	3996	Zuzwil	305 g/km	G	12.7 l/100km	2	Hinterradantrieb	4	2002	Benzin	363	mehrfarbig	77600	"\"Ab MFK\""	4	Automat	rot	Red	Occasion	Jaguar	12.7	l/100km
Occasion	rot mét.	505.0	AUDI	A4	A4 Avant 2.8 q.Ambition	A4 Avant 2.8 q.Ambition	AUDI A4 Avant 2.8 q.Ambition	Kombi	2771	Zuzwil	null	null	10.4 l/100km	5	Allrad	4	1998	Benzin	193	schwarz	196300	"\"Ab MFK\""	5	Automatik-Getriebe	rot	Red	Occasion	Audi	10.4	l/100km
Occasion	rot mét.	506.0	MERCEDES-BENZ	E 50 AMG	E 50 AMG Avantgarde	E 50 AMG Avantgarde	MERCEDES-BENZ E 50 AMG Avantgarde	Limousine	4973	Zuzwil	null	null	13.5 l/100km	4	Hinterradantrieb	11	1996	Benzin	347	schwarz	33700	"\"Ab MFK\""	5	Automat	rot	Red	Occasion	Mercedes-benz	13.5	l/100km
Occasion	rot mét.	507.0	BMW	X5	X5 4.8is	X5 4.8is	BMW X5 4.8is	SUV / Geländewagen	4799	Zuzwil	324 g/km	G	13.5 l/100km	5	Allrad	8	2004	Benzin	360	schwarz	61900	"\"Ab MFK\""	5	Automat sequentiell	rot	Red	Occasion	Bmw	13.5	l/100km
Occasion	rot mét.	508.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	9	2002	Benzin	450	grau	71900	"\"Ab MFK\""	5	Automat sequentiell	rot	Red	Occasion	Audi	14.6	l/100km
Occasion	schwarz	509.0	BMW	135	135i	135i	BMW 135i	Cabriolet	2979	Zuzwil	225 g/km	G	9.4 l/100km	2	Hinterradantrieb	10	2008	Benzin	306	braun	25700	"\"Ab MFK\""	4	Automat sequentiell	schwarz	Black	Occasion	Bmw	9.4	l/100km
Occasion	blau	51.0	FERRARI	456	456M GT	456M GT	FERRARI 456M GT	Coupé	5474	Zuzwil	495 g/km	G	22.0 l/100km	2	Hinterradantrieb	3	2000	Benzin	442	grau	46500	"\"Ab MFK\""	4	Schaltgetriebe manuell	blau	Blue	Occasion	Ferrari	22.0	l/100km
Occasion	schwarz	510.0	MERCEDES-BENZ	CLK 55 AMG	CLK 55 AMG Avantgarde	CLK 55 AMG Avantgarde	MERCEDES-BENZ CLK 55 AMG Avantgarde	Cabriolet	5439	Zuzwil	295 g/km	G	12.3 l/100km	2	Hinterradantrieb	2	2003	Benzin	367	mehrfarbig	92300	"\"Ab MFK\", \"Direkt-/Parallelimport\""	4	Automat	schwarz	Black	Occasion	Mercedes-benz	12.3	l/100km
Occasion	schwarz	511.0	MERCEDES-BENZ	SL 55 AMG	SL 55 AMG	SL 55 AMG	MERCEDES-BENZ SL 55 AMG	Cabriolet	5439	Zuzwil	340 g/km	G	14.2 l/100km	2	Hinterradantrieb	7	2003	Benzin	500	schwarz	43300	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Mercedes-benz	14.2	l/100km
Occasion	schwarz	512.0	MERCEDES-BENZ	S 600	S 600	S 600	MERCEDES-BENZ S 600	Coupé	5984	Zuzwil	null	null	null	2	Hinterradantrieb	6	1995	Benzin	394	braun	62000	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz	513.0	RENAULT	ALPINE	ALPINE 2700VA	2700VA	RENAULT ALPINE 2700VA	Coupé	0	Zuzwil	null	null	null	2	Hinterradantrieb	8	1979	Benzin	150	null	36900	"\"Ab MFK\""	4	Schaltgetriebe	schwarz	Black	Occasion	Renault	null	""
Occasion	schwarz	514.0	NISSAN	SUNNY	SUNNY 2.0 16V GTI-R Rallye	2.0 16V GTI-R Rallye	NISSAN SUNNY 2.0 16V GTI-R Rallye	Limousine	1997	Zuzwil	null	null	null	3	Allrad	1	1992	null	250	schwarz	98000	"\"Ab MFK\""	0	Schaltgetriebe	schwarz	Black	Occasion	Nissan	null	""
Occasion	schwarz	515.0	ALFA ROMEO	GTV	GTV 2000 Bertone	2000 Bertone	ALFA ROMEO GTV 2000 Bertone	Coupé	1961	Zuzwil	null	null	null	2	Hinterradantrieb	2	1972	Benzin	130	schwarz	18400	null	4	Schaltgetriebe	schwarz	Black	Occasion	Alfa Romeo	null	""
Occasion	schwarz	516.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4971	Zuzwil	null	null	null	2	Hinterradantrieb	9	1991	Benzin	320	schwarz	55300	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz	517.0	LAMBORGHINI	GALLARDO	Gallardo LP570-4 Coupé SL	Gallardo LP570-4 Coupé SL	LAMBORGHINI Gallardo LP570-4 Coupé SL	Coupé	5204	Zuzwil	325 g/km	G	13.7 l/100km	2	Allrad	1	2011	Benzin	570	schwarz	19300	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Lamborghini	13.7	l/100km
Occasion	schwarz	518.0	SEAT	IBIZA	Ibiza 1.9 TDI FR	Ibiza 1.9 TDI FR	SEAT Ibiza 1.9 TDI FR	Kleinwagen	1896	Zuzwil	138 g/km	D	5.1 l/100km	3	Vorderradantrieb	8	2005	Diesel	130	anthrazit	132200	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Seat	5.1	l/100km
Occasion	schwarz	519.0	VOLVO	S40	S40 2.0 T	S40 2.0 T	VOLVO S40 2.0 T	Limousine	1948	Zuzwil	236 g/km	null	9.9 l/100km	4	Vorderradantrieb	5	1999	Benzin	160	anthrazit	107000	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Volvo	9.9	l/100km
Occasion	blau	52.0	MERCEDES-BENZ	CLS 500	CLS 500	CLS 500	MERCEDES-BENZ CLS 500	Limousine	4966	Zuzwil	290 g/km	G	12.1 l/100km	4	Hinterradantrieb	12	2004	Benzin	306	schwarz	51000	"\"Ab MFK\""	4	Automat sequentiell	blau	Blue	Occasion	Mercedes-benz	12.1	l/100km
Occasion	schwarz	520.0	AUDI	R8	R8 Spyder 5.2	R8 Spyder 5.2	AUDI R8 Spyder 5.2	Cabriolet	5204	Zuzwil	332 g/km	G	14.2 l/100km	2	Allrad	4	2010	Benzin	525	schwarz	37000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Audi	14.2	l/100km
Occasion	schwarz	521.0	MERCEDES-BENZ	500	500 SE	500 SE	MERCEDES-BENZ 500 SE	Limousine	4971	Zuzwil	null	null	null	4	Hinterradantrieb	7	1991	Benzin	320	grau	156300	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz	522.0	JEEP	Grand Cherokee	Grand Cherokee 5.2 Ltd.	Grand Cherokee 5.2 Ltd.	JEEP Grand Cherokee 5.2 Ltd.	SUV / Geländewagen	5213	Zuzwil	null	null	null	5	Allrad	2	1995	Benzin	212	beige	133500	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Jeep	null	""
Occasion	schwarz	523.0	FERRARI	F355	F355 Spider	F355 Spider	FERRARI F355 Spider	Cabriolet	3496	Zuzwil	470 g/km	null	20.8 l/100km	2	Hinterradantrieb	7	1998	Benzin	380	schwarz	34600	"\"Ab MFK\""	2	Schaltgetriebe manuell	schwarz	Black	Occasion	Ferrari	20.8	l/100km
Occasion	schwarz	524.0	AUDI	S6	S6 Avant quattro 4.2	S6 Avant quattro 4.2	AUDI S6 Avant quattro 4.2	Kombi	4170	Zuzwil	353 g/km	null	14.9 l/100km	5	Allrad	6	1997	Benzin	290	beige	91900	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Audi	14.9	l/100km
Occasion	schwarz	525.0	BMW	M5	M5	M5	BMW M5	Limousine	4395	Zuzwil	231 g/km	G	9.9 l/100km	4	Hinterradantrieb	9	2013	Benzin	575	schwarz	15300	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Bmw	9.9	l/100km
Occasion	schwarz	526.0	LAMBORGHINI	GALLARDO	Gallardo LP560-4 Coupé	Gallardo LP560-4 Coupé	LAMBORGHINI Gallardo LP560-4 Coupé	Coupé	5204	Zuzwil	325 g/km	G	13.7 l/100km	2	Allrad	6	2008	Benzin	560	schwarz	28500	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Lamborghini	13.7	l/100km
Occasion	schwarz	527.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5513	Zuzwil	346 g/km	G	14.4 l/100km	2	Hinterradantrieb	6	2003	Benzin	500	schwarz	45300	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Mercedes-benz	14.4	l/100km
Occasion	schwarz	528.0	MERCEDES-BENZ	C 180	C 180 Esprit	C 180 Esprit	MERCEDES-BENZ C 180 Esprit	Limousine	1799	Zuzwil	218 g/km	null	9.2 l/100km	4	Hinterradantrieb	11	1997	Benzin	122	schwarz	118200	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Mercedes-benz	9.2	l/100km
Occasion	schwarz	529.0	LAMBORGHINI	MURCIÉLAGO	Murciélago 6.2 Coupé	Murciélago 6.2 Coupé	LAMBORGHINI Murciélago 6.2 Coupé	Coupé	6192	Zuzwil	500 g/km	G	21.5 l/100km	2	Allrad	7	2005	Benzin	580	schwarz	49800	"\"Ab MFK\", \"Tuning\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Lamborghini	21.5	l/100km
Occasion	blau	53.0	MERCEDES-BENZ	""	SL 250 Pagode	SL 250 Pagode	MERCEDES-BENZ SL 250 Pagode	Cabriolet	2496	Zuzwil	null	null	null	2	Hinterradantrieb	1	1967	Benzin	150	beige	47700	"\"Ab MFK\""	2	Schaltgetriebe	blau	Blue	Occasion	Mercedes-benz	null	""
Occasion	schwarz	530.0	LAMBORGHINI	MURCIÉLAGO	Murciélago LP640-4 Cpé	Murciélago LP640-4 Cpé	LAMBORGHINI Murciélago LP640-4 Cpé	Coupé	6496	Porrentruy	495 g/km	G	21.3 l/100km	2	Allrad	4	2011	Benzin	641	schwarz	7890	"\"Ab MFK\""	2	Schaltgetriebe manuell	schwarz	Black	Occasion	Lamborghini	21.3	l/100km
Occasion	schwarz	531.0	BMW	X5	X5 4.4i	X5 4.4i	BMW X5 4.4i	SUV / Geländewagen	4398	Zuzwil	335 g/km	G	13.9 l/100km	5	Allrad	5	2003	Benzin	286	grau	66800	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Bmw	13.9	l/100km
Occasion	schwarz	532.0	AUDI	S8	S8 4.2 quattro	S8 4.2 quattro	AUDI S8 4.2 quattro	Limousine	4172	Zuzwil	331 g/km	null	13.8 l/100km	4	Allrad	3	2001	Benzin	360	schwarz	49300	"\"Ab MFK\""	5	Automatik-Getriebe	schwarz	Black	Occasion	Audi	13.8	l/100km
Occasion	schwarz	533.0	MERCEDES-BENZ	E 500	E 500 Avantgarde	E 500 Avantgarde	MERCEDES-BENZ E 500 Avantgarde	Kombi	4966	Zuzwil	284 g/km	G	11.9 l/100km	5	Hinterradantrieb	4	2004	Benzin	306	null	123300	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	11.9	l/100km
Occasion	schwarz	534.0	BMW	750	750iL	750iL	BMW 750iL	Limousine	5377	Zuzwil	338 g/km	null	14.2 l/100km	4	Hinterradantrieb	1	1995	Benzin	327	schwarz	111900	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Bmw	14.2	l/100km
